session_id	original_session_id
ses-photometry+18dc5ad5+13f0+4297+8b21+75d434770e57	ses-photometry-18dc5ad5-13f0-4297-8b21-75d434770e57
ses-photometry+3037db89+d07f+477f+ac49+ca39014e259f	ses-photometry-3037db89-d07f-477f-ac49-ca39014e259f
ses-photometry+30f5204c+2d56+42a5+89dc+b989b3f08086	ses-photometry-30f5204c-2d56-42a5-89dc-b989b3f08086
ses-photometry+3e0f05f5+0764+48fa+852e+680853b8cce1	ses-photometry-3e0f05f5-0764-48fa-852e-680853b8cce1
ses-photometry+4378ccb7+f3ae+49bd+8049+e650a0b8030d	ses-photometry-4378ccb7-f3ae-49bd-8049-e650a0b8030d
ses-photometry+6085b20a+9afd+4d52+ad92+40b148b64041	ses-photometry-6085b20a-9afd-4d52-ad92-40b148b64041
ses-photometry+62787921+35e6+4cb1+94cc+0b7e6cbe684d	ses-photometry-62787921-35e6-4cb1-94cc-0b7e6cbe684d
ses-photometry+710e78c6+1bdc+45c4+b6e2+1436ea862b40	ses-photometry-710e78c6-1bdc-45c4-b6e2-1436ea862b40
ses-photometry+8f88c764+44bf+4a58+a0ef+36d824cd5c84	ses-photometry-8f88c764-44bf-4a58-a0ef-36d824cd5c84
ses-photometry+9186dd67+446d+4ffb+9e6f+87f14b51302d	ses-photometry-9186dd67-446d-4ffb-9e6f-87f14b51302d
ses-photometry+cd6a419f+5fba+41bf+90ef+99eeceea37c2	ses-photometry-cd6a419f-5fba-41bf-90ef-99eeceea37c2
ses-photometry+d89ffa09+e7c5+430e+beea+fb9dd1a3a98c	ses-photometry-d89ffa09-e7c5-430e-beea-fb9dd1a3a98c
ses-photometry+dea8755e+1454+4c8c+b9a4+c33007f5226f	ses-photometry-dea8755e-1454-4c8c-b9a4-c33007f5226f
ses-photometry+e4a1a550+a6ab+40fc+aafe+a0b23af4fa9a	ses-photometry-e4a1a550-a6ab-40fc-aafe-a0b23af4fa9a
ses-photometry+e67781b1+0f5a+415f+81e9+414b4d6a70bb	ses-photometry-e67781b1-0f5a-415f-81e9-414b4d6a70bb
ses-photometry+f41c63cc+84f2+45b2+8761+3f6c18a82554	ses-photometry-f41c63cc-84f2-45b2-8761-3f6c18a82554
