session_id	original_session_id
ses-photometry+03a3e863+ce63+4477+87cd+ed5e2c6adbfe	ses-photometry-03a3e863-ce63-4477-87cd-ed5e2c6adbfe
ses-photometry+1d426c9e+0112+4e16+b484+f5f02820115b	ses-photometry-1d426c9e-0112-4e16-b484-f5f02820115b
ses-photometry+2d55e42e+a2f3+4d6d+bf50+30095fa9eb58	ses-photometry-2d55e42e-a2f3-4d6d-bf50-30095fa9eb58
ses-photometry+2da92fbd+1a9b+4fd2+98cf+d62280b8fe89	ses-photometry-2da92fbd-1a9b-4fd2-98cf-d62280b8fe89
ses-photometry+5467f8ac+1b0d+4991+8424+70aa97f14889	ses-photometry-5467f8ac-1b0d-4991-8424-70aa97f14889
ses-photometry+5a9e170d+2d5b+44ce+add7+44be63ac5401	ses-photometry-5a9e170d-2d5b-44ce-add7-44be63ac5401
ses-photometry+8378f768+c1ee+4cc0+954e+0525d84a0ddd	ses-photometry-8378f768-c1ee-4cc0-954e-0525d84a0ddd
ses-photometry+8f760212+a96e+4995+9487+4e465559a5d1	ses-photometry-8f760212-a96e-4995-9487-4e465559a5d1
ses-photometry+ae7b8248+2150+44b9+a8d1+58a2b55dbb2d	ses-photometry-ae7b8248-2150-44b9-a8d1-58a2b55dbb2d
ses-photometry+b7136c35+d47e+4b8d+97a0+13a9afc707e4	ses-photometry-b7136c35-d47e-4b8d-97a0-13a9afc707e4
ses-photometry+b9be3aff+9ef2+4b9d+bfa4+c9698c630b0e	ses-photometry-b9be3aff-9ef2-4b9d-bfa4-c9698c630b0e
ses-photometry+cb783432+e636+462f+9eb1+a15f7d003e02	ses-photometry-cb783432-e636-462f-9eb1-a15f7d003e02
ses-photometry+ea5c03e9+06d2+45ca+be8a+6b4c6c080659	ses-photometry-ea5c03e9-06d2-45ca-be8a-6b4c6c080659
