session_id	original_session_id
ses-photometry+0c54e005+73b2+4f36+ba26+1fe15b186e04	ses-photometry-0c54e005-73b2-4f36-ba26-1fe15b186e04
ses-photometry+17d49f7f+831f+4d71+a202+22bcd2ae03f1	ses-photometry-17d49f7f-831f-4d71-a202-22bcd2ae03f1
ses-photometry+1e3e040e+0b52+41f6+9b8b+68a291f492a2	ses-photometry-1e3e040e-0b52-41f6-9b8b-68a291f492a2
ses-photometry+1f657765+2730+42a5+8ed9+ab1cb3d6297a	ses-photometry-1f657765-2730-42a5-8ed9-ab1cb3d6297a
ses-photometry+27bacbfd+396b+45a5+8764+7d168bb7a377	ses-photometry-27bacbfd-396b-45a5-8764-7d168bb7a377
ses-photometry+361f87f0+78ad+4355+8e79+03eb040d2c7a	ses-photometry-361f87f0-78ad-4355-8e79-03eb040d2c7a
ses-photometry+39e7d7db+f6d7+457c+b74a+a8c9b56c4606	ses-photometry-39e7d7db-f6d7-457c-b74a-a8c9b56c4606
ses-photometry+3a12d2c1+b0c4+4964+bb84+802bab4e3b1e	ses-photometry-3a12d2c1-b0c4-4964-bb84-802bab4e3b1e
ses-photometry+43ae4591+fbce+463d+8c3b+748e4113e559	ses-photometry-43ae4591-fbce-463d-8c3b-748e4113e559
ses-photometry+48be5965+e213+4091+986b+6fd3ab90ddfa	ses-photometry-48be5965-e213-4091-986b-6fd3ab90ddfa
ses-photometry+4b3f187e+578e+4796+b3c8+e9a2325341c8	ses-photometry-4b3f187e-578e-4796-b3c8-e9a2325341c8
ses-photometry+55406fb2+34ce+4ae9+9c72+21cb69252b9e	ses-photometry-55406fb2-34ce-4ae9-9c72-21cb69252b9e
ses-photometry+66f825ac+4b4e+4027+9987+e7ea8ace8a0e	ses-photometry-66f825ac-4b4e-4027-9987-e7ea8ace8a0e
ses-photometry+685cf13c+a98b+494e+87d1+20a5998ef2a6	ses-photometry-685cf13c-a98b-494e-87d1-20a5998ef2a6
ses-photometry+74edd523+903a+4e2d+99d3+9e33913bc105	ses-photometry-74edd523-903a-4e2d-99d3-9e33913bc105
ses-photometry+7cd2c43e+feb3+4bf5+871c+37dd0345a06f	ses-photometry-7cd2c43e-feb3-4bf5-871c-37dd0345a06f
ses-photometry+7cecba02+d33d+462e+bd32+b20d2f6d175d	ses-photometry-7cecba02-d33d-462e-bd32-b20d2f6d175d
ses-photometry+831ebb35+93bb+4ba5+b80e+99ac698e2a82	ses-photometry-831ebb35-93bb-4ba5-b80e-99ac698e2a82
ses-photometry+86f9573d+6713+45fa+bde4+65514d2f9f85	ses-photometry-86f9573d-6713-45fa-bde4-65514d2f9f85
ses-photometry+98f63bde+3a81+415d+bd15+c08654b35502	ses-photometry-98f63bde-3a81-415d-bd15-c08654b35502
ses-photometry+b5e28495+dea2+4662+ab10+830e781de05b	ses-photometry-b5e28495-dea2-4662-ab10-830e781de05b
ses-photometry+b857db6b+873a+4595+8a54+22ece6f0cafd	ses-photometry-b857db6b-873a-4595-8a54-22ece6f0cafd
ses-photometry+c4fe3dd6+69bc+489f+9919+8b2477011e55	ses-photometry-c4fe3dd6-69bc-489f-9919-8b2477011e55
ses-photometry+cdb80322+41e9+4b87+96f4+a8858ca1d0f2	ses-photometry-cdb80322-41e9-4b87-96f4-a8858ca1d0f2
ses-photometry+d5cf3e43+d423+4237+8e5f+680d15717e06	ses-photometry-d5cf3e43-d423-4237-8e5f-680d15717e06
ses-photometry+e68604a3+ecb2+4b4b+bd94+24c6ea4e9f70	ses-photometry-e68604a3-ecb2-4b4b-bd94-24c6ea4e9f70
ses-photometry+eb948deb+0391+432b+8866+c751184d6fb5	ses-photometry-eb948deb-0391-432b-8866-c751184d6fb5
ses-photometry+ee80dedb+3f01+4107+8859+db8b7702a733	ses-photometry-ee80dedb-3f01-4107-8859-db8b7702a733
ses-photometry+fa1542ad+75ea+4f0d+944f+dcfd32394d0f	ses-photometry-fa1542ad-75ea-4f0d-944f-dcfd32394d0f
ses-photometry+fb2fc9bf+ff8f+4d33+9b57+20e4c1f6697d	ses-photometry-fb2fc9bf-ff8f-4d33-9b57-20e4c1f6697d
