session_id	original_session_id
ses-reinforcement+photometry+07825978+7d0d+4244+bd41+2dc558dff10e	ses-reinforcement-photometry-07825978-7d0d-4244-bd41-2dc558dff10e
ses-reinforcement+photometry+09a1a5d0+e007+4da7+9711+40e460265df2	ses-reinforcement-photometry-09a1a5d0-e007-4da7-9711-40e460265df2
ses-reinforcement+photometry+0b6a4c05+920d+4afa+8e12+119f0596ff14	ses-reinforcement-photometry-0b6a4c05-920d-4afa-8e12-119f0596ff14
ses-reinforcement+photometry+0c3b7e02+d0ba+4f60+b831+7767ca1bcb10	ses-reinforcement-photometry-0c3b7e02-d0ba-4f60-b831-7767ca1bcb10
ses-reinforcement+photometry+11e5bcd3+5dd5+45f1+8327+973d5e6a1a2e	ses-reinforcement-photometry-11e5bcd3-5dd5-45f1-8327-973d5e6a1a2e
ses-reinforcement+photometry+213345cf+229e+4e39+8459+10e447466276	ses-reinforcement-photometry-213345cf-229e-4e39-8459-10e447466276
ses-reinforcement+photometry+239a680e+4087+4442+a431+0f96976ce7fa	ses-reinforcement-photometry-239a680e-4087-4442-a431-0f96976ce7fa
ses-reinforcement+photometry+2d18db46+ae92+4636+8c27+84a3c105743c	ses-reinforcement-photometry-2d18db46-ae92-4636-8c27-84a3c105743c
ses-reinforcement+photometry+335b5d98+d047+47f6+a03d+dd7656d14a1e	ses-reinforcement-photometry-335b5d98-d047-47f6-a03d-dd7656d14a1e
ses-reinforcement+photometry+349bb0e7+582d+48c2+8bb9+4d01e5de300c	ses-reinforcement-photometry-349bb0e7-582d-48c2-8bb9-4d01e5de300c
ses-reinforcement+photometry+44044503+b469+4d67+8c44+9417157c9987	ses-reinforcement-photometry-44044503-b469-4d67-8c44-9417157c9987
ses-reinforcement+photometry+530a4ab8+40d7+41f8+868a+7d6dc2bef618	ses-reinforcement-photometry-530a4ab8-40d7-41f8-868a-7d6dc2bef618
ses-reinforcement+photometry+5c8985b2+65e2+4258+b2a2+ff2577f609ad	ses-reinforcement-photometry-5c8985b2-65e2-4258-b2a2-ff2577f609ad
ses-reinforcement+photometry+5f4a249f+d196+4408+85dc+44799ec2ab56	ses-reinforcement-photometry-5f4a249f-d196-4408-85dc-44799ec2ab56
ses-reinforcement+photometry+676e8ceb+3e58+4702+b4af+fe40eb2bba78	ses-reinforcement-photometry-676e8ceb-3e58-4702-b4af-fe40eb2bba78
ses-reinforcement+photometry+6af0dcf0+586f+40f1+96bc+e94efff412e0	ses-reinforcement-photometry-6af0dcf0-586f-40f1-96bc-e94efff412e0
ses-reinforcement+photometry+6dad1f3b+7018+4b21+a736+bbe08856d8bd	ses-reinforcement-photometry-6dad1f3b-7018-4b21-a736-bbe08856d8bd
ses-reinforcement+photometry+6e2344ce+748c+418e+bc2a+ec17d063883c	ses-reinforcement-photometry-6e2344ce-748c-418e-bc2a-ec17d063883c
ses-reinforcement+photometry+7b9a4b1d+3949+4fde+a499+a5b62b5bf3f7	ses-reinforcement-photometry-7b9a4b1d-3949-4fde-a499-a5b62b5bf3f7
ses-reinforcement+photometry+836c5db3+7a58+403f+ac63+00e81c6d0f25	ses-reinforcement-photometry-836c5db3-7a58-403f-ac63-00e81c6d0f25
ses-reinforcement+photometry+8b0afb99+0800+4d96+a113+269b07bcf65a	ses-reinforcement-photometry-8b0afb99-0800-4d96-a113-269b07bcf65a
ses-reinforcement+photometry+8edd37db+6b75+4417+a752+242fb3e20049	ses-reinforcement-photometry-8edd37db-6b75-4417-a752-242fb3e20049
ses-reinforcement+photometry+98fd9826+6e01+48e0+93f1+f234af10a487	ses-reinforcement-photometry-98fd9826-6e01-48e0-93f1-f234af10a487
ses-reinforcement+photometry+a1828b86+3ddd+4d16+a970+5ba6c8542ad3	ses-reinforcement-photometry-a1828b86-3ddd-4d16-a970-5ba6c8542ad3
ses-reinforcement+photometry+b146ce67+3439+4cda+a4f3+087fa86eb305	ses-reinforcement-photometry-b146ce67-3439-4cda-a4f3-087fa86eb305
ses-reinforcement+photometry+bee729f5+9430+4e72+a9ba+caba738d74e8	ses-reinforcement-photometry-bee729f5-9430-4e72-a9ba-caba738d74e8
ses-reinforcement+photometry+d341722a+8994+4726+abd7+8963bab8bb53	ses-reinforcement-photometry-d341722a-8994-4726-abd7-8963bab8bb53
ses-reinforcement+photometry+d8946385+6e18+41be+9488+036d0d7a69a0	ses-reinforcement-photometry-d8946385-6e18-41be-9488-036d0d7a69a0
ses-reinforcement+photometry+f08c9fcd+7450+467d+89b6+4a2458f17bd3	ses-reinforcement-photometry-f08c9fcd-7450-467d-89b6-4a2458f17bd3
ses-reinforcement+photometry+fc254035+7f5e+493e+bd9d+11b664a52476	ses-reinforcement-photometry-fc254035-7f5e-493e-bd9d-11b664a52476
